Gene name,Ensembl ID,lead SNP,Trait,Other Traits GWAS significant in meta-analysis,chr,Variant_posa,Entrez ID,Biotype,Distanceb,<500kbpc,GWAS Hitd,All_evidencee,MostSevereConsequencef,PPC_Gene_MODERATEandHIGHg,EO_OAh,"bone diseases, developmentali",Coloc_Tissuesj,Piccolo_Tissuesk,MetaXcan_Tissuesl,Animal_Skeletonm,Prot_logFCn,Prot_FDRo,RNASeq_logFCp,RNASeq_FDRq,msh_Mendelr
SLC31A2,ENSG00000136867,rs919642,OA,OA_kneehip;OA_knee,9,116911147,1318,protein_coding,984730,0,29,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.380413328,1.74E-06,0
FKBP15,ENSG00000119321,rs919642,OA,OA_kneehip;OA_knee,9,116911147,23307,protein_coding,927506,0,29,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.18273758,0.02554058,0
CDC26,ENSG00000176386,rs919642,OA,OA_kneehip;OA_knee,9,116911147,246184,protein_coding,873278,0,29,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,increased bone mineral density,NA,NA,NA,NA,NA
POLE3,ENSG00000148229,rs919642,OA,OA_kneehip;OA_knee,9,116911147,54107,protein_coding,738195,0,29,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.168442809,0.011822821,0
C9orf43,ENSG00000157653,rs919642,OA,OA_kneehip;OA_knee,9,116911147,257169,protein_coding,719183,0,29,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,short tibia,NA,NA,NA,NA,0
ZNF618,ENSG00000157657,rs919642,OA,OA_kneehip;OA_knee,9,116911147,114991,protein_coding,92276,1,29,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.303350654,0.022498521,0
COL27A1,ENSG00000196739,rs919642,OA,OA_kneehip;OA_knee,9,116911147,85301,protein_coding,-163644,1,"29,30",_BoneDis_Animal-skeletal_DEGmRNA,NA,NA,NA,yes,-,-,-,abnormal pelvic girdle bone morphology; kyphosis; short sternum; abnormal long bone epiphyseal plate proliferative zone; split xiphoid process; abnormal epiphyseal plate morphology; domed cranium; sternebra fusion; chondrodystrophy; abnormal chondrocyte physiology; abnormal thoracic cage shape; decreased length of long bones; abnormal chondrocyte morphology; mandibular retrognathia; abnormal skeleton morphology,NA,NA,-0.35460379,0.040502519,"bone diseases, developmental"
ORM1,ENSG00000229314,rs919642,OA,OA_kneehip;OA_knee,9,116911147,5004,protein_coding,-177608,1,"29,30",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,1.50539583,1.44E-05,0
ORM2,ENSG00000228278,rs919642,OA,OA_kneehip;OA_knee,9,116911147,5005,protein_coding,-184385,1,"29,30",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,1.818233121,0.000153044,0
TNFSF15,ENSG00000181634,rs919642,OA,OA_kneehip;OA_knee,9,116911147,9966,protein_coding,-657259,0,"29,30",_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,decreased susceptibility to induced arthritis,NA,NA,0.646324138,0.000501846,"liver cirrhosis, biliary"
TNFSF8,ENSG00000106952,rs919642,OA,OA_kneehip;OA_knee,9,116911147,944,protein_coding,-781728,0,"29,30",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,1.01964164,0.003301707,0
TNC,ENSG00000041982,rs919642,OA,OA_kneehip;OA_knee,9,116911147,3371,protein_coding,-969389,0,"29,30",_DEGProt_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,0.324901301,0.040538403,0.55699123,0.006797149,"hearing loss, sensorineural|deafness"
COL27A1,ENSG00000196739,rs1330349,OA_hip,NA,9,117840742,85301,protein_coding,765951,0,"29,30",_BoneDis_Animal-skeletal_DEGmRNA,NA,NA,NA,yes,-,-,-,abnormal pelvic girdle bone morphology; kyphosis; short sternum; abnormal long bone epiphyseal plate proliferative zone; split xiphoid process; abnormal epiphyseal plate morphology; domed cranium; sternebra fusion; chondrodystrophy; abnormal chondrocyte physiology; abnormal thoracic cage shape; decreased length of long bones; abnormal chondrocyte morphology; mandibular retrognathia; abnormal skeleton morphology,NA,NA,-0.35460379,0.040502519,"bone diseases, developmental"
ORM1,ENSG00000229314,rs1330349,OA_hip,NA,9,117840742,5004,protein_coding,751987,0,"29,30",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,1.50539583,1.44E-05,0
ORM2,ENSG00000228278,rs1330349,OA_hip,NA,9,117840742,5005,protein_coding,745210,0,"29,30",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,1.818233121,0.000153044,0
TNFSF15,ENSG00000181634,rs1330349,OA_hip,NA,9,117840742,9966,protein_coding,272336,1,"29,30",_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,decreased susceptibility to induced arthritis,NA,NA,0.646324138,0.000501846,"liver cirrhosis, biliary"
TNFSF8,ENSG00000106952,rs1330349,OA_hip,NA,9,117840742,944,protein_coding,147867,1,"29,30",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,1.01964164,0.003301707,0
TNC,ENSG00000041982,rs1330349,OA_hip,NA,9,117840742,3371,protein_coding,0,1,"29,30",_coloc_DEGProt_DEGmRNA,NA,NA,NA,NA,gtex7_testis,-,-,NA,0.324901301,0.040538403,0.55699123,0.006797149,"hearing loss, sensorineural|deafness"
PAPPA,ENSG00000182752,rs34687269,OA_hip,NA,9,119484132,5069,protein_coding,319531,1,31,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,delayed bone ossification,NA,NA,NA,NA,0
TLR4,ENSG00000136869,rs34687269,OA_hip,NA,9,119484132,7099,protein_coding,-1002876,0,31,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,increased susceptibility to induced arthritis; abnormal osteoclast differentiation; increased bone mass; decreased susceptibility to bone fracture; decreased susceptibility to induced arthritis; increased bone mineral content; abnormal bone structure; increased bone mineral density,NA,NA,NA,NA,0
PBX3,ENSG00000167081,rs62578127,OA_hip,NA,9,129386860,5090,protein_coding,657204,0,32,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal tooth morphology; decreased bone mineral density; increased bone mineral density; micrognathia,NA,NA,NA,NA,0
LMX1B,ENSG00000136944,rs62578127,OA_hip,NA,9,129386860,4010,protein_coding,0,1,32,_coloc_piccolo_MetaXcan_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,gtex7_adipose_subcutaneous;gtex7_artery_tibial;gtex7_adipose_visceral_omentum,gtex7_thyroid;gtex7_adipose_subcutaneous,gtex7_adipose_subcutaneous,absent ulna; abnormal joint morphology; abnormal fontanelle morphology; abnormal clavicle morphology; abnormal interparietal bone morphology; absent supraoccipital bone; abnormal pectoral girdle bone morphology; abnormal cranial suture morphology; absent patella; abnormal metacarpal bone morphology; absent ilium; small scapula; abnormal tendon morphology; abnormal skeleton morphology; abnormal cartilage development,NA,NA,0.720525708,0.023392537,nail-patella syndrome|nail-patella syndrome
ZBTB43,ENSG00000169155,rs62578127,OA_hip,NA,9,129386860,23099,protein_coding,-213629,1,32,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.327789536,0.007729824,0
ANGPTL2,ENSG00000136859,rs62578127,OA_hip,NA,9,129386860,23452,protein_coding,-498302,1,32,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.483520714,0.014656503,NA
FAM129B,ENSG00000136830,rs62578127,OA_hip,NA,9,129386860,64855,protein_coding,-954408,0,32,_DEGProt_,NA,NA,NA,NA,-,-,-,NA,0.302462447,0.000597006,NA,NA,0
MPPED2,ENSG00000066382,rs11031191,OA,NA,11,30774280,744,protein_coding,165861,1,34,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.505164921,2.98E-06,0
EHD1,ENSG00000110047,rs10896015,OA_hip,NA,11,65323725,10938,protein_coding,667957,0,35,_Animal-skeletal_DEGProt_,NA,NA,NA,NA,-,-,-,malocclusion,0.21387252,0.021523605,NA,NA,0
PPP2R5B,ENSG00000068971,rs10896015,OA_hip,NA,11,65323725,5526,protein_coding,621780,0,35,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.129433956,0.039590029,0
SNX15,ENSG00000110025,rs10896015,OA_hip,NA,11,65323725,29907,protein_coding,515681,0,35,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.161582481,0.029520893,NA
NAALADL1,ENSG00000168060,rs10896015,OA_hip,NA,11,65323725,10004,protein_coding,497704,1,35,_coloc_DEGmRNA,NA,NA,NA,NA,gtex7_brain_amygdala,-,-,NA,NA,NA,0.265810556,0.01182101,0
TM7SF2,ENSG00000149809,rs10896015,OA_hip,NA,11,65323725,7108,protein_coding,439869,1,35,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal skeleton development; abnormal long bone epiphyseal plate proliferative zone; decreased width of hypertrophic chondrocyte zone; abnormal long bone epiphyseal plate morphology; fused phalanges,NA,NA,NA,NA,0
SYVN1,ENSG00000162298,rs10896015,OA_hip,NA,11,65323725,84447,protein_coding,421721,1,35,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal joint morphology; decreased susceptibility to induced arthritis,NA,NA,NA,NA,0
CAPN1,ENSG00000014216,rs10896015,OA_hip,NA,11,65323725,823,protein_coding,344248,1,35,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.312831256,0.00045951,"spastic paraplegia, hereditary"
SLC25A45,ENSG00000162241,rs10896015,OA_hip,NA,11,65323725,283130,protein_coding,172553,1,35,_piccolo_,NA,NA,NA,NA,-,gtex7_skin_not_sun_exposed_suprapubic,-,NA,NA,NA,NA,NA,0
FRMD8,ENSG00000126391,rs10896015,OA_hip,NA,11,65323725,83786,protein_coding,142729,1,35,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.165740937,0.04220869,0
NEAT1,ENSG00000245532,rs10896015,OA_hip,NA,11,65323725,NA,lincRNA,110714,1,35,_coloc_piccolo_,NA,NA,NA,NA,gtex7_brain_anterior_cingulate_cortex_ba24,gtex7_brain_frontal_cortex_ba9,-,NA,NA,NA,NA,NA,NA
MALAT1,ENSG00000251562,rs10896015,OA_hip,NA,11,65323725,NA,lincRNA,49738,1,35,_coloc_piccolo_,NA,NA,NA,NA,gtex7_muscle_skeletal,gtex7_esophagus_muscularis;gtex7_thyroid,-,NA,NA,NA,NA,NA,NA
SCYL1,ENSG00000142186,rs10896015,OA_hip,NA,11,65323725,57410,protein_coding,17550,1,35,_piccolo_Animal-skeletal_,NA,NA,NA,NA,-,gtex7_whole_blood,-,abnormal pelvic girdle bone morphology,NA,NA,NA,NA,spinocerebellar ataxias
LTBP3,ENSG00000168056,rs10896015,OA_hip,NA,11,65323725,4054,protein_coding,0,1,35,_coloc_piccolo_Animal-skeletal_DEGProt_DEGmRNA,NA,NA,NA,NA,gtex7_pituitary;gtex7_nerve_tibial,gtex7_nerve_tibial;CD4;Mono;Mono-naive,-,abnormal bone remodeling; abnormal basioccipital bone morphology; ectopic cranial bone; abnormal long bone metaphysis morphology; abnormal neurocranium morphology; abnormal craniofacial bone morphology; reduced enamel thickness; abnormal basicranium morphology; abnormal enamel organ morphology; kyphosis; abnormal synchondrosis; domed cranium; premature bone ossification; abnormal enamel morphology; malocclusion; increased width of hypertrophic chondrocyte zone; round orbits; abnormal cervical vertebrae morphology; short maxilla; misaligned incisors; abnormal long bone epiphyseal plate proliferative zone; prognathia; abnormal cranium morphology; osteoarthritis; abnormal thoracic cage shape; increased trabecular bone mass; abnormal basisphenoid bone morphology; occipital bossing; short basicranium; decreased length of long bones; abnormal foramen magnum morphology; abnormal trabecular bone morphology; abnormal joint morphology; abnormal frontal bone morphology; osteosclerosis; abnormal thoracic vertebrae morphology,0.318754008,0.038721103,0.464875484,0.010669547,osteochondrodysplasias|tooth abnormalities
SSSCA1-AS1,ENSG00000260233,rs10896015,OA_hip,NA,11,65323725,NA,processed_transcript,-14169,1,35,_coloc_piccolo_,NA,NA,NA,NA,gtex7_thyroid;gtex7_esophagus_muscularis;gtex7_colon_sigmoid;gtex7_pancreas;gtex7_cells_ebvtransformed_lymphocytes;gtex7_esophagus_gastroesophageal_junction;gtex7_muscle_skeletal;gtex7_adipose_subcutaneous;gtex7_artery_tibial;gtex7_heart_atrial_appendage,gtex7_cells_ebvtransformed_lymphocytes;gtex7_artery_tibial;gtex7_muscle_skeletal,-,NA,NA,NA,NA,NA,NA
FAM89B,ENSG00000176973,rs10896015,OA_hip,NA,11,65323725,23625,protein_coding,-17944,1,35,_coloc_piccolo_MetaXcan_,NA,NA,NA,NA,gtex7_muscle_skeletal,Mono-LPS-24h;Mono-LPS-2h;Macro-re-Salmonella;Macro-re-Listeria,gtex7_muscle_skeletal,NA,NA,NA,NA,NA,0
KCNK7,ENSG00000173338,rs10896015,OA_hip,NA,11,65323725,10089,protein_coding,-39742,1,35,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.301960538,0.043511016,0
MAP3K11,ENSG00000173327,rs10896015,OA_hip,NA,11,65323725,4296,protein_coding,-59128,1,35,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal tooth morphology; abnormal dental pulp cavity morphology; abnormal tooth development,NA,NA,NA,NA,0
RELA,ENSG00000173039,rs10896015,OA_hip,NA,11,65323725,5970,protein_coding,-106840,1,35,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal bone structure,NA,NA,NA,NA,ependymoma
RNASEH2C,ENSG00000172922,rs10896015,OA_hip,NA,11,65323725,84153,protein_coding,-164693,1,35,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal pelvic girdle bone morphology,NA,NA,NA,NA,autoimmune diseases of the nervous system
EFEMP2,ENSG00000172638,rs10896015,OA_hip,NA,11,65323725,30008,protein_coding,-317338,1,"35,36",_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal tendon collagen fibril morphology,NA,NA,NA,NA,"skin diseases, genetic|cutis laxa|vascular calcification"
FOSL1,ENSG00000175592,rs10896015,OA_hip,NA,11,65323725,8061,protein_coding,-344319,1,"35,36",_coloc_Animal-skeletal_,NA,NA,NA,NA,gtex7_adrenal_gland,-,-,abnormal osteoblast physiology; decreased bone mass; osteoporosis,NA,NA,NA,NA,NA
DRAP1,ENSG00000175550,rs10896015,OA_hip,NA,11,65323725,10589,protein_coding,-365307,1,"35,36",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.194038984,0.022871632,0
BANF1,ENSG00000175334,rs10896015,OA_hip,NA,11,65323725,8815,protein_coding,-447895,1,"35,36",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.117854643,0.038591971,progeria|progeria
TMEM151A,ENSG00000179292,rs10896015,OA_hip,NA,11,65323725,256472,protein_coding,-740410,0,"35,36",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.326018193,0.020159262,0
B4GAT1,ENSG00000174684,rs10896015,OA_hip,NA,11,65323725,11041,protein_coding,-791438,0,"35,36",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.285252184,0.00525985,walker-warburg syndrome|walker-warburg syndrome
NPAS4,ENSG00000174576,rs10896015,OA_hip,NA,11,65323725,266743,protein_coding,-870453,0,"35,36",_coloc_,NA,NA,NA,NA,gtex7_testis,-,-,NA,NA,NA,NA,NA,NA
MRPL11,ENSG00000174547,rs10896015,OA_hip,NA,11,65323725,65003,protein_coding,-910484,0,"35,36",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.192845002,0.042075402,0
PELI3,ENSG00000174516,rs10896015,OA_hip,NA,11,65323725,246330,protein_coding,-921083,0,"35,36",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.308333075,0.006149402,0
ZDHHC24,ENSG00000174165,rs10896015,OA_hip,NA,11,65323725,254359,protein_coding,-989984,0,"35,36",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.161761317,0.017273876,0
EFEMP2,ENSG00000172638,rs34419890,OA_hip,NA,11,66501624,30008,protein_coding,860561,0,"35,36",_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal tendon collagen fibril morphology,NA,NA,NA,NA,"skin diseases, genetic|cutis laxa|vascular calcification"
FOSL1,ENSG00000175592,rs34419890,OA_hip,NA,11,66501624,8061,protein_coding,833580,0,"35,36",_coloc_Animal-skeletal_,NA,NA,NA,NA,gtex7_adrenal_gland,-,-,abnormal osteoblast physiology; decreased bone mass; osteoporosis,NA,NA,NA,NA,NA
DRAP1,ENSG00000175550,rs34419890,OA_hip,NA,11,66501624,10589,protein_coding,812592,0,"35,36",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.194038984,0.022871632,0
BANF1,ENSG00000175334,rs34419890,OA_hip,NA,11,66501624,8815,protein_coding,730004,0,"35,36",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.117854643,0.038591971,progeria|progeria
TMEM151A,ENSG00000179292,rs34419890,OA_hip,NA,11,66501624,256472,protein_coding,437489,1,"35,36",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.326018193,0.020159262,0
B4GAT1,ENSG00000174684,rs34419890,OA_hip,NA,11,66501624,11041,protein_coding,386461,1,"35,36",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.285252184,0.00525985,walker-warburg syndrome|walker-warburg syndrome
NPAS4,ENSG00000174576,rs34419890,OA_hip,NA,11,66501624,266743,protein_coding,307446,1,"35,36",_coloc_,NA,NA,NA,NA,gtex7_testis,-,-,NA,NA,NA,NA,NA,NA
MRPL11,ENSG00000174547,rs34419890,OA_hip,NA,11,66501624,65003,protein_coding,267415,1,"35,36",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.192845002,0.042075402,0
PELI3,ENSG00000174516,rs34419890,OA_hip,NA,11,66501624,246330,protein_coding,256816,1,"35,36",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.308333075,0.006149402,0
ZDHHC24,ENSG00000174165,rs34419890,OA_hip,NA,11,66501624,254359,protein_coding,187915,1,"35,36",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.161761317,0.017273876,0
RBM4B,ENSG00000173914,rs34419890,OA_hip,NA,11,66501624,83759,protein_coding,56232,1,36,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.138660726,0.034215014,NA
SPTBN2,ENSG00000173898,rs34419890,OA_hip,NA,11,66501624,6712,protein_coding,4927,1,36,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,short tibia,NA,NA,NA,NA,spinocerebellar ataxias|friedreich ataxia|spinocerebellar ataxias|spinocerebellar ataxias
PC,ENSG00000173599,rs34419890,OA_hip,NA,11,66501624,5091,protein_coding,-224223,1,36,_DEGProt_,NA,NA,NA,NA,-,-,-,NA,0.299184411,0.004015243,NA,NA,pyruvate carboxylase deficiency disease|pyruvate carboxylase deficiency disease|pyruvate carboxylase deficiency disease|pyruvate carboxylase deficiency disease
C11orf86,ENSG00000173237,rs34419890,OA_hip,NA,11,66501624,254439,protein_coding,-242851,1,36,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.562002549,0.011933008,NA
RHOD,ENSG00000173156,rs34419890,OA_hip,NA,11,66501624,29984,protein_coding,-337860,1,36,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.248793749,0.043609767,0
ANKRD13D,ENSG00000172932,rs34419890,OA_hip,NA,11,66501624,338692,protein_coding,-568332,0,36,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal rib morphology,NA,NA,NA,NA,0
RAD9A,ENSG00000172613,rs34419890,OA_hip,NA,11,66501624,5883,protein_coding,-664257,0,36,_coloc_,NA,NA,NA,NA,gtex7_colon_transverse;gtex7_artery_coronary;gtex7_brain_frontal_cortex_ba9,-,-,NA,NA,NA,NA,NA,0
GPR152,ENSG00000175514,rs34419890,OA_hip,NA,11,66501624,390212,protein_coding,-718576,0,36,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,decreased bone mineral density,NA,NA,NA,NA,0
TBX10,ENSG00000167800,rs34419890,OA_hip,NA,11,66501624,347853,protein_coding,-905407,0,36,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal bony labyrinth,NA,NA,NA,NA,NA
THAP12,ENSG00000137492,rs1149620,OA,NA,11,76506572,5612,protein_coding,414557,1,37,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.209746975,0.010728612,0
GUCY2EP,ENSG00000204529,rs1149620,OA,NA,11,76506572,NA,transcribed_unprocessed_pseudogene,75727,1,37,_coloc_,NA,NA,NA,NA,gtex7_adipose_visceral_omentum;gtex7_breast_mammary_tissue;gtex7_liver,-,-,NA,NA,NA,NA,NA,NA
RP11-21L23.4,ENSG00000254632,rs1149620,OA,NA,11,76506572,NA,antisense,27305,1,37,_coloc_,NA,NA,NA,NA,gtex7_skin_not_sun_exposed_suprapubic;gtex7_adipose_visceral_omentum;gtex7_breast_mammary_tissue;gtex7_liver;gtex7_colon_transverse;gtex7_nerve_tibial,-,-,NA,NA,NA,NA,NA,NA
RP11-21L23.3,ENSG00000255100,rs1149620,OA,NA,11,76506572,NA,antisense,12466,1,37,_coloc_,NA,NA,NA,NA,gtex7_skin_not_sun_exposed_suprapubic;gtex7_skin_sun_exposed_lower_leg;gtex7_esophagus_mucosa,-,-,NA,NA,NA,NA,NA,NA
TSKU,ENSG00000182704,rs1149620,OA,NA,11,76506572,25987,protein_coding,0,1,37,_coloc_piccolo_MetaXcan_,NA,NA,NA,NA,gtex7_skin_not_sun_exposed_suprapubic;gtex7_skin_sun_exposed_lower_leg;gtex7_esophagus_mucosa,gtex7_skin_sun_exposed_lower_leg;gtex7_esophagus_mucosa,gtex7_skin_not_sun_exposed_suprapubic;gtex7_skin_sun_exposed_lower_leg,NA,NA,NA,NA,NA,0
RP11-21L23.2,ENSG00000261578,rs1149620,OA,NA,11,76506572,NA,sense_overlapping,-9027,1,37,_coloc_,NA,NA,NA,NA,gtex7_nerve_tibial,-,-,NA,NA,NA,NA,NA,NA
ACER3,ENSG00000078124,rs1149620,OA,NA,11,76506572,55331,protein_coding,-231269,1,37,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.235106153,0.036503099,0
PAK1,ENSG00000149269,rs1149620,OA,NA,11,76506572,5058,protein_coding,-679108,0,37,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal bone structure; decreased bone mineral content,NA,NA,NA,NA,0
FTH1P16,ENSG00000227376,rs1149620,OA,NA,11,76506572,NA,processed_pseudogene,-939499,0,37,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.312210268,0.048747358,NA
RSF1,ENSG00000048649,rs1149620,OA,NA,11,76506572,51773,protein_coding,-1025491,0,37,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,increased bone mineral content; short tibia,NA,NA,NA,NA,0
INTS13,ENSG00000064102,rs10492367,OA_hip,OA_kneehip,12,28014970,55726,protein_coding,923711,0,38,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.240292502,0.014241259,NA
FGFR1OP2,ENSG00000111790,rs10492367,OA_hip,OA_kneehip,12,28014970,26127,protein_coding,895387,0,38,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.133145448,0.039725155,0
PPFIBP1,ENSG00000110841,rs10492367,OA_hip,OA_kneehip,12,28014970,8496,protein_coding,166473,1,38,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.320485749,0.001914005,0
REP15,ENSG00000174236,rs10492367,OA_hip,OA_kneehip,12,28014970,387849,protein_coding,164441,1,38,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.646077347,0.002276999,0
HMGB1P49,ENSG00000230519,rs10492367,OA_hip,OA_kneehip,12,28014970,NA,processed_pseudogene,159131,1,38,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.458352548,0.048190921,NA
MRPS35,ENSG00000061794,rs10492367,OA_hip,OA_kneehip,12,28014970,60488,protein_coding,105742,1,38,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,abnormal bone structure; abnormal bone mineralization,NA,NA,-0.240198988,0.025603763,0
PTHLH,ENSG00000087494,rs10492367,OA_hip,OA_kneehip,12,28014970,5744,protein_coding,-110668,1,38,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,increased osteocyte apoptosis; abnormal appendicular skeleton morphology; short tibia; disorganized long bone epiphyseal plate; short sternum; splayed ribs; abnormal bone mineralization; premature bone ossification; abnormal neurocranium morphology; increased osteoblast apoptosis; abnormal bone structure; long lower incisors; abnormal chondrocyte differentiation; short radius; abnormal odontoblast morphology; abnormal ameloblast morphology; abnormal bone ossification; short ulna; decreased bone mineral density; domed cranium; increased chondrocyte apoptosis; chondrodystrophy; decreased osteoclast cell number; long tibia; abnormal axial skeleton morphology; decreased chondrocyte proliferation; abnormal tooth development; short humerus; abnormal enamel morphology; increased width of hypertrophic chondrocyte zone; kyphosis; abnormal osteoblast morphology; abnormal skeleton morphology; abnormal cartilage development; abnormal clavicle morphology; decreased osteoblast cell number; abnormal long bone epiphyseal plate proliferative zone; abnormal bone trabecula morphology; abnormal skeleton development; increased bone mass; abnormal sternum ossification; abnormal tooth root development; abnormal cranium morphology; abnormal long bone morphology; abnormal molar morphology; abnormal tooth morphology; abnormal mandible morphology; osteoporosis; abnormal thoracic cage shape; malocclusion; premature endochondral bone ossification; abnormal osteoblast differentiation; abnormal long bone metaphysis morphology; abnormal rib morphology; short ribs; increased osteoblast cell number; decreased length of long bones; abnormal long bone hypertrophic chondrocyte zone; shallow orbits; increased compact bone thickness; abnormal trabecular bone morphology; frontal bossing; decreased chondrocyte number; increased diameter of long bones; short femur; failure of tooth eruption; tooth ankylosis; abnormal long bone epiphyseal plate morphology; abnormal osteoclast morphology; decreased long bone epiphyseal plate size; short maxilla; short mandible; abnormal vertebral body morphology,NA,NA,0.354815734,0.009756701,brachydactyly|brachydactyly
LRIG3,ENSG00000139263,rs79056043,OA_hip,NA,12,59289598,121227,protein_coding,0,1,39,_piccolo_Animal-skeletal_,NA,NA,NA,NA,-,serum-pQTL-cis,-,abnormal skeleton morphology,NA,NA,NA,NA,0
SLC16A7,ENSG00000118596,rs79056043,OA_hip,NA,12,59289598,9194,protein_coding,-894038,0,39,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.314295515,0.0273079,0
RP11-813P10.2,ENSG00000237176,rs79056043,OA_hip,NA,12,59289598,NA,processed_pseudogene,-916759,0,39,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.838128783,0.017483727,NA
NUP107,ENSG00000111581,rs317630,OA,NA,12,69637847,57122,protein_coding,498258,1,40,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.192556225,0.042171995,"gonadal dysgenesis, 46,xx|nephrotic syndrome|glomerulosclerosis, focal segmental"
SLC35E3,ENSG00000175782,rs317630,OA,NA,12,69637847,55508,protein_coding,450103,1,40,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.208708458,0.028104031,NA
