geneid	chr	s1	s2
ENSG00000168792	chr17	29560547	29567137
ENSG00000168795	chr9	37438114	37465399
ENSG00000168802	chr16	69118010	69132584
ENSG00000168803	chr15	43330657	43354555
ENSG00000168806	chr15	43323649	43330605
ENSG00000168807	chr16	69187129	69309052
ENSG00000168813	chr19	32345594	32387667
ENSG00000168818	chr4	4415742	4542346
ENSG00000168824	chr4	4348140	4419058
ENSG00000168827	chr3	158644278	158692575
ENSG00000168872	chr16	70346829	70373383
ENSG00000168874	chr2	85751344	85788066
ENSG00000168876	chr11	94493629	94499583
ENSG00000168883	chr2	85602856	85649282
ENSG00000168884	chr4	2741648	2756376
ENSG00000168887	chr2	85606654	85612066
ENSG00000168890	chr2	85598548	85603196
ENSG00000168894	chr2	85595725	85597613
ENSG00000168904	chr15	99251362	99390729
ENSG00000168906	chr2	85539165	85545280
ENSG00000168916	chr5	124636913	124748807
ENSG00000168924	chr4	1811479	1856247
ENSG00000168936	chr4	1715952	1721358
ENSG00000168938	chr5	123023250	123036741
ENSG00000168944	chr5	123344885	123423592
ENSG00000168952	chr14	24809656	25050297
ENSG00000168958	chr2	227325151	227357836
ENSG00000168994	chr6	3722614	3752026
ENSG00000169016	chr2	11444375	11466177
ENSG00000169018	chr15	68277803	68295865
ENSG00000169019	chr4	47450796	47463719
ENSG00000169020	chr4	672436	674338
ENSG00000169021	chr19	29205321	29213541
ENSG00000169031	chr2	227164565	227314792
ENSG00000169032	chr15	66386817	66492312
ENSG00000169045	chr5	179614178	179634784
ENSG00000169047	chr2	226731317	226799759
ENSG00000169057	chrX	154021573	154137103
ENSG00000169062	chr13	114281584	114305817
ENSG00000169067	chr5	57480016	57482809
ENSG00000169071	chr9	91563091	91950162
ENSG00000169083	chrX	67544032	67730619
ENSG00000169084	chrX	2219516	2502805
ENSG00000169087	chr3	122740003	122793824
ENSG00000169093	chrX	1403139	1453762
ENSG00000169100	chrX	1386152	1392724
ENSG00000169105	chr15	40470998	40474571
ENSG00000169116	chr4	74933095	75050115
ENSG00000169118	chr15	64165517	64356259
ENSG00000169122	chr8	57994509	58204279
ENSG00000169129	chr10	114294824	114404756
ENSG00000169131	chr5	178694605	178730702
ENSG00000169136	chr19	49928702	49933935
ENSG00000169139	chr8	48008400	48064708
ENSG00000169155	chr9	126805006	126838210
ENSG00000169174	chr1	55039548	55064852
ENSG00000169180	chr16	28097979	28211920
ENSG00000169184	chr22	27748277	27801498
ENSG00000169188	chrX	55000357	55009057
ENSG00000169189	chr16	27224991	27268794
ENSG00000169193	chr7	23597379	23644708
ENSG00000169213	chr1	51907956	51990764
ENSG00000169217	chr16	30350766	30355361
ENSG00000169220	chr5	177357837	177372601
ENSG00000169221	chr16	30357102	30370264
ENSG00000169223	chr5	177331562	177351852
ENSG00000169228	chr5	177301198	177303744
ENSG00000169230	chr5	177303774	177306959
ENSG00000169231	chr1	155195588	155209051
ENSG00000169241	chr1	155135344	155138857
ENSG00000169242	chr1	155127460	155134857
ENSG00000169249	chrX	15790472	15823260
ENSG00000169251	chr3	161104696	161253532
ENSG00000169288	chr4	77862520	77952790
ENSG00000169299	chr4	37826633	37862937
ENSG00000169330	chr15	79432516	79472290
ENSG00000169359	chr3	155821024	155854456
ENSG00000169371	chr15	75598083	75626469
ENSG00000169372	chr12	93677375	93894840
ENSG00000169375	chr15	75369379	75455842
ENSG00000169379	chr3	93980139	94055668
ENSG00000169398	chr8	140657900	141002216
ENSG00000169410	chr15	75463251	75579289
ENSG00000169439	chr8	96493351	96611780
ENSG00000169446	chrX	135962070	135974063
ENSG00000169490	chr8	38988808	38996824
ENSG00000169499	chr8	38901235	38973909
ENSG00000169504	chr1	24745357	24844324
ENSG00000169515	chr19	46410372	46413584
ENSG00000169519	chr11	28108248	28527041
ENSG00000169554	chr2	144364364	144524583
ENSG00000169564	chr2	70087454	70089203
ENSG00000169567	chr5	131159027	131171735
ENSG00000169570	chr5	118837322	118988545
ENSG00000169592	chr16	29995294	30005793
ENSG00000169594	chr15	83255903	83284714
ENSG00000169599	chr2	69395750	69437628
ENSG00000169604	chr2	69013178	69249327
ENSG00000169605	chr2	68974573	68980974
ENSG00000169609	chr15	82988441	83011641
ENSG00000169635	chr22	21417404	21451463
ENSG00000169641	chr1	23084023	23177808
ENSG00000169660	chr17	82418318	82442645
ENSG00000169683	chr17	82023302	82031151
ENSG00000169689	chr17	82018702	82024107
ENSG00000169692	chr9	136673143	136687423
ENSG00000169696	chr17	81976807	82017406
ENSG00000169710	chr17	82078333	82098332
ENSG00000169714	chr3	129169484	129183922
ENSG00000169715	chr16	56625475	56627112
ENSG00000169718	chr17	82057506	82065887
ENSG00000169727	chr17	82050691	82057470
ENSG00000169733	chr17	82047902	82051831
ENSG00000169738	chr17	82035136	82037732
ENSG00000169740	chr10	43643859	43648856
ENSG00000169744	chr4	16501541	16898809
ENSG00000169750	chr17	82031624	82034204
ENSG00000169756	chr2	108534355	108687246
ENSG00000169762	chr4	16160505	16227410
ENSG00000169764	chr2	63840940	63891562
ENSG00000169813	chr10	43385617	43409166
ENSG00000169814	chr3	15601341	15647640
ENSG00000169826	chr10	43138486	43185308
ENSG00000169851	chr4	30720415	31146805
ENSG00000169855	chr3	78597240	79767815
ENSG00000169857	chr15	33866227	34039176
ENSG00000169862	chr5	10971840	11904043
ENSG00000169871	chr7	101085439	101097967
ENSG00000169895	chrX	16719632	16765336
ENSG00000169902	chr7	66205199	66420543
ENSG00000169905	chr1	179839967	179877803
ENSG00000169908	chr3	149369022	149377865
ENSG00000169914	chr1	19882513	19912945
ENSG00000169919	chr7	65960684	65982314
ENSG00000169925	chr9	134030305	134068535
ENSG00000169926	chr15	31326855	31435665
ENSG00000169946	chr8	104590733	105804532
ENSG00000169951	chr16	30553764	30558498
ENSG00000169955	chr16	30530367	30535347
ENSG00000169957	chr16	30524001	30526821
ENSG00000169964	chr3	44861869	44865670
ENSG00000169967	chr2	127298730	127388465
ENSG00000169972	chr1	1308567	1311677
ENSG00000169976	chr6	144094881	144095573
ENSG00000169981	chr3	44648727	44660791
ENSG00000169991	chr1	18904281	18956686
ENSG00000169992	chr17	7404874	7419860
ENSG00000169994	chr2	127535802	127637729
ENSG00000170004	chr17	7884806	7912760
ENSG00000170006	chr4	152618632	152680165
ENSG00000170017	chr3	105366909	105576900
ENSG00000170027	chr7	76326794	76359031
ENSG00000170035	chr2	180967248	181076585
ENSG00000170037	chr17	7932101	7949918
ENSG00000170043	chr17	7930345	7932123
ENSG00000170049	chr17	7921859	7929803
ENSG00000170085	chr5	176238367	176345991
ENSG00000170088	chr4	165070608	165208549
ENSG00000170100	chr16	89217703	89237071
ENSG00000170113	chr15	22773063	22829791
ENSG00000170142	chr3	23805903	23891316
ENSG00000170144	chr2	177212563	177223958
ENSG00000170145	chr11	111602391	111730853
ENSG00000170175	chr17	7445061	7457707
ENSG00000170185	chr4	143184917	143223830
ENSG00000170190	chr17	75087727	75106162
ENSG00000170191	chr20	25612935	25624175
ENSG00000170222	chr17	10697594	10711233
ENSG00000170234	chr5	160061801	160119423
ENSG00000170242	chr11	11841423	11959323
ENSG00000170248	chr3	33798352	33869707
ENSG00000170260	chr7	149239651	149255609
ENSG00000170264	chr2	61824854	61854143
ENSG00000170265	chr7	149195485	149226248
ENSG00000170266	chr3	32996608	33097230
ENSG00000170270	chr14	93202894	93207094
ENSG00000170271	chr5	154818491	154859252
ENSG00000170275	chr3	33113979	33147773
ENSG00000170291	chr17	7251416	7259940
ENSG00000170310	chr17	9250471	9576591
ENSG00000170315	chr17	16380798	16382745
ENSG00000170322	chr11	129863636	129895590
ENSG00000170325	chr11	129899706	130002835
ENSG00000170340	chr2	62196113	62224731
ENSG00000170345	chr14	75278774	75282230
ENSG00000170348	chr14	75131470	75176631
ENSG00000170364	chr3	4303304	4317567
ENSG00000170365	chr4	145481194	145558079
ENSG00000170382	chr1	204617170	204685733
ENSG00000170385	chr1	211571568	211578742
ENSG00000170390	chr4	150078274	150257457
ENSG00000170396	chr2	184598366	184939492
ENSG00000170412	chr17	74424851	74451653
ENSG00000170417	chr2	102736905	103019900
ENSG00000170421	chr12	52897187	52949954
ENSG00000170425	chr17	15944917	15975746
ENSG00000170445	chr5	140673904	140691862
ENSG00000170448	chr4	47847233	47914667
ENSG00000170456	chr12	31382223	31591097
ENSG00000170464	chr5	139408588	139444491
ENSG00000170468	chr14	73490964	73493392
ENSG00000170471	chr20	38472816	38578861
ENSG00000170473	chr12	55901413	55932618
ENSG00000170485	chr2	100820152	100996829
ENSG00000170502	chr4	87422582	87459454
ENSG00000170515	chr12	56104319	56113907
ENSG00000170522	chr4	110045846	110199199
ENSG00000170525	chr10	6144934	6254644
ENSG00000170540	chr16	18791667	18801678
ENSG00000170542	chr6	2887266	2903280
ENSG00000170558	chr18	27950966	28177446
ENSG00000170561	chr5	2745845	2751662
ENSG00000170571	chr5	50396192	50443248
ENSG00000170581	chr12	56341597	56360155
ENSG00000170584	chr5	163446526	163460140
ENSG00000170604	chr19	45883607	45886170
ENSG00000170606	chr5	133051962	133106449
ENSG00000170619	chr8	144841042	144853736
ENSG00000170624	chr5	155870344	156767788
ENSG00000170631	chr8	144930358	144950888
ENSG00000170632	chr7	103074881	103099764
ENSG00000170633	chr12	121400041	121430623
ENSG00000170634	chr2	53970838	54305300
ENSG00000170638	chr22	50185915	50199598
ENSG00000170653	chr12	53507856	53626410
ENSG00000170677	chr18	70288901	70330200
ENSG00000170681	chr9	100578079	100587906
ENSG00000170689	chr17	48621159	48626356
ENSG00000170734	chr6	43576150	43615660
ENSG00000170745	chr2	17877847	18361616
ENSG00000170759	chr10	32009010	32056431
ENSG00000170776	chr15	85380571	85749358
ENSG00000170779	chr14	105009573	105021148
ENSG00000170791	chr8	56211686	56218798
ENSG00000170801	chr4	8269765	8307111
ENSG00000170802	chr2	48314637	48379294
ENSG00000170832	chr17	60179094	60422470
ENSG00000170836	chr17	60600183	60666280
ENSG00000170846	chr4	6663396	6676755
ENSG00000170852	chr7	32868172	32894131
ENSG00000170854	chr3	97941818	97972457
ENSG00000170855	chr12	120443961	120446412
ENSG00000170860	chr3	14178358	14201119
ENSG00000170871	chr4	6781375	6884170
ENSG00000170873	chr8	124550790	124728429
ENSG00000170876	chr3	14124940	14143679
ENSG00000170881	chr8	124474738	124487914
ENSG00000170889	chr19	54200742	54249003
ENSG00000170892	chr19	54189938	54194536
ENSG00000170899	chr6	52977948	52995378
ENSG00000170903	chr11	105995623	106022403
ENSG00000170906	chr19	54102728	54109257
ENSG00000170921	chr17	63009556	63427699
ENSG00000170946	chr11	31369840	31431849
ENSG00000170949	chr19	53066606	53103436
ENSG00000170954	chr19	53107879	53133077
ENSG00000170955	chr11	6318946	6320647
ENSG00000170961	chr8	121612116	121641390
ENSG00000170962	chr11	103907186	104164379
ENSG00000170989	chr1	101236888	101241518
ENSG00000171004	chrX	132626016	132961395
ENSG00000171016	chr15	55538890	55588947
ENSG00000171033	chr8	78516139	78605267
ENSG00000171055	chr2	36531805	36646087
ENSG00000171067	chr11	68261335	68272001
ENSG00000171100	chrX	150568619	150673322
ENSG00000171103	chr2	28849821	28870301
ENSG00000171105	chr19	7112255	7294034
ENSG00000171109	chr3	179347692	179394931
ENSG00000171130	chr7	149872968	149880698
ENSG00000171132	chr2	45651345	46187990
ENSG00000171135	chr3	9890554	9894349
ENSG00000171148	chr3	9779860	9793011
ENSG00000171150	chr2	46698952	46763129
ENSG00000171155	chrX	120625793	120630150
ENSG00000171159	chr9	128160260	128163928
ENSG00000171160	chr10	97614553	97633500
ENSG00000171161	chr1	248838210	248849517
ENSG00000171163	chr1	248850006	248859144
ENSG00000171169	chr9	128061233	128068206
ENSG00000171202	chr11	85647967	85656547
ENSG00000171204	chr11	85628573	85636539
ENSG00000171206	chr10	102642310	102660680
ENSG00000171208	chr16	47077703	47143997
ENSG00000171222	chr20	35953617	35959472
ENSG00000171223	chr19	12791496	12793315
ENSG00000171234	chr4	69051363	69112987
ENSG00000171246	chr17	80467148	80477843
ENSG00000171262	chr15	38454127	38487710
ENSG00000171295	chr19	11814284	11835201
ENSG00000171298	chr17	80101556	80119879
ENSG00000171302	chr17	78991717	79009867
ENSG00000171307	chr10	97446131	97457370
ENSG00000171310	chr12	104455295	104762014
ENSG00000171311	chr10	97436142	97446017
ENSG00000171314	chr10	97426160	97433441
ENSG00000171316	chr8	60678778	60868028
ENSG00000171345	chr17	41523617	41528308
ENSG00000171365	chrX	49922615	50099235
ENSG00000171385	chr1	111770662	111989155
ENSG00000171421	chr5	1798386	1801366
ENSG00000171425	chr19	55635459	55645622
ENSG00000171428	chr8	18170477	18223689
ENSG00000171443	chr19	55600022	55603138
ENSG00000171444	chr5	113022099	113488830
ENSG00000171448	chr9	122915566	122931500
ENSG00000171451	chr18	67506582	67516980
ENSG00000171453	chr6	43509702	43562419
ENSG00000171456	chr20	32358330	32439319
ENSG00000171466	chr19	9641808	9675086
ENSG00000171467	chr6	43307134	43369478
ENSG00000171469	chr19	9604680	9621399
ENSG00000171475	chr17	40219304	40284136
ENSG00000171476	chr4	56647988	56681899
ENSG00000171488	chr1	89633072	89769903
ENSG00000171490	chr16	11833850	11851585
ENSG00000171492	chr1	89821014	89936611
ENSG00000171497	chr4	158709134	158723396
ENSG00000171502	chr1	85729233	86156943
ENSG00000171503	chr4	158672125	158709623
ENSG00000171530	chr5	77691166	77868780
ENSG00000171552	chr20	31664452	31723989
ENSG00000171566	chr4	154535006	154550435
ENSG00000171574	chr19	58401504	58418327
ENSG00000171603	chr1	9729026	9824526
ENSG00000171604	chr5	139647299	139683882
ENSG00000171606	chr19	58183029	58213562
ENSG00000171608	chr1	9651732	9729114
ENSG00000171612	chr1	9539482	9585179
ENSG00000171617	chr5	74627406	74641424
ENSG00000171621	chr1	9292880	9369532
ENSG00000171634	chr17	67825524	67984378
ENSG00000171649	chr19	57578456	57593777
ENSG00000171680	chr1	6466092	6520061
ENSG00000171681	chr12	14365632	14502935
ENSG00000171700	chr20	64073181	64079988
ENSG00000171703	chr20	64049836	64072347
ENSG00000171720	chr5	141620876	141636870
ENSG00000171729	chr1	15152532	15220480
ENSG00000171735	chr1	6785324	7769706
ENSG00000171763	chr15	45402331	45421419
ENSG00000171766	chr15	45361124	45402327
ENSG00000171792	chr12	2876258	2889523
ENSG00000171793	chr1	40979335	41012565
ENSG00000171798	chr10	133160447	133226412
ENSG00000171812	chr1	36095236	36125220
ENSG00000171813	chr10	132397168	132417863
ENSG00000171819	chr1	11189341	11195981
ENSG00000171823	chr12	1565993	1594165
ENSG00000171824	chr1	11066618	11099881
ENSG00000171827	chr19	37467585	37488652
ENSG00000171843	chr9	20341665	20622543
ENSG00000171853	chr2	3379675	3485094
ENSG00000171858	chr20	62387116	62388520
ENSG00000171860	chr12	8058302	8066471
ENSG00000171861	chr17	782273	792509
ENSG00000171862	chr10	87863113	87971930
ENSG00000171863	chr2	3575205	3580919
ENSG00000171865	chr2	3544793	3558616
ENSG00000171867	chr20	4686236	4701590
ENSG00000171914	chr15	62390526	62844631
ENSG00000171928	chr17	18780995	18806714
ENSG00000171940	chr20	53567065	53609907
ENSG00000171943	chr1	121184810	121392822
ENSG00000171951	chr2	223596940	223602503
ENSG00000171953	chr17	17977409	18039209
ENSG00000171960	chr1	42658425	42676758
ENSG00000171988	chr10	63167221	63521850
ENSG00000171992	chr5	150601080	150659220
ENSG00000172007	chr4	139453232	139476609
ENSG00000172009	chr19	2785460	2815807
ENSG00000172037	chr3	49121114	49133118
ENSG00000172046	chr3	49108046	49120938
ENSG00000172053	chr3	49095932	49105135
ENSG00000172057	chr17	39921041	39927601
ENSG00000172059	chr2	10042849	10054836
ENSG00000172061	chr3	194355247	194369743
ENSG00000172071	chr2	88556741	88627576
ENSG00000172081	chr19	2071038	2096673
ENSG00000172086	chr2	88027205	88055729
ENSG00000172113	chr3	48290722	48301685
ENSG00000172115	chr7	25120091	25125361
ENSG00000172123	chr17	35411060	35433283
ENSG00000172137	chr16	71358713	71390438
ENSG00000172159	chr9	83242990	83538546
ENSG00000172171	chr17	30897336	30906820
ENSG00000172172	chr8	120380761	120445402
ENSG00000172175	chr18	58671386	58754477
ENSG00000172216	chr20	50190734	50192689
ENSG00000172239	chr5	43526267	43557758
ENSG00000172260	chr1	71395940	72282734
ENSG00000172262	chr5	43065176	43192021
ENSG00000172269	chr11	119096503	119108331
ENSG00000172270	chr19	571277	583493
ENSG00000172273	chr11	119121587	119136044
ENSG00000172292	chr2	168455862	168775137
ENSG00000172296	chr20	13008979	13169103
ENSG00000172301	chr17	31851864	31859337
ENSG00000172315	chr20	46684365	46689779
ENSG00000172331	chr7	134646808	134679813
ENSG00000172336	chr7	100706053	100707495
ENSG00000172339	chr1	94974407	95072945
ENSG00000172340	chr3	67360460	67654614
ENSG00000172348	chr6	46220736	46491972
ENSG00000172354	chr7	100673531	100679174
ENSG00000172366	chr16	636817	648474
ENSG00000172375	chr11	119102198	119118544
ENSG00000172379	chr15	80404350	80597937
ENSG00000172380	chr1	67701466	67833467
ENSG00000172403	chr4	118850688	119061247
ENSG00000172409	chr11	57648992	57661868
ENSG00000172428	chr2	240126563	240136807
ENSG00000172432	chr6	43605316	43629162
ENSG00000172456	chr1	59296638	59810647
ENSG00000172465	chrX	103628704	103630953
ENSG00000172466	chr18	35332212	35345482
ENSG00000172469	chr6	95577543	95609457
ENSG00000172493	chr4	86935002	87141054
ENSG00000172500	chr11	65883741	65888539
ENSG00000172530	chr16	87949244	88077318
ENSG00000172531	chr11	67398183	67421183
ENSG00000172534	chrX	153947553	153971807
ENSG00000172548	chr5	157460019	157474717
ENSG00000172586	chr10	73782047	73783652
ENSG00000172590	chr14	22829879	22835037
ENSG00000172594	chr6	122789049	122809720
ENSG00000172638	chr11	65866441	65873592
ENSG00000172661	chr10	45727200	45792961
ENSG00000172663	chr11	67461710	67469272
ENSG00000172667	chr3	179017223	179072279
ENSG00000172687	chr19	21358930	21379302
ENSG00000172716	chr17	35350305	35373701
ENSG00000172725	chr11	67435510	67443821
ENSG00000172728	chr8	33370824	33473422
ENSG00000172732	chr11	65857126	65867653
ENSG00000172757	chr11	65823022	65862026
ENSG00000172765	chr3	129647792	129893576
ENSG00000172766	chr13	41311205	41377030
ENSG00000172775	chr16	57152466	57186116
ENSG00000172795	chr5	112976702	113020970
ENSG00000172809	chr17	74203582	74210655
ENSG00000172819	chr12	53210567	53232980
ENSG00000172824	chr16	66988589	67009758
ENSG00000172830	chr11	67303448	67312607
ENSG00000172831	chr16	66934444	66945096
ENSG00000172840	chr16	66878589	66895754
ENSG00000172845	chr2	173906459	173965702
ENSG00000172869	chr5	119037772	119249138
ENSG00000172888	chr3	40524878	40574685
ENSG00000172889	chr9	136658856	136672678
ENSG00000172890	chr11	71453109	71524107
ENSG00000172893	chr11	71428193	71452868
ENSG00000172915	chr13	34942287	35673022
ENSG00000172922	chr11	65714005	65720947
ENSG00000172932	chr11	67288547	67302485
ENSG00000172936	chr3	38138478	38143022
ENSG00000172939	chr3	38165089	38255488
ENSG00000172943	chrX	53936676	54048958
ENSG00000172954	chr2	30447226	30644225
ENSG00000172965	chr2	111036776	111523376
ENSG00000172977	chr11	65711996	65719604
ENSG00000172985	chr2	109129348	109504632
ENSG00000172986	chr3	72888073	72998138
ENSG00000172992	chr17	45023340	45061109
ENSG00000173011	chr4	7041899	7057952
ENSG00000173020	chr11	67266410	67286556
ENSG00000173039	chr11	65653596	65663094
ENSG00000173064	chr12	112160188	112382439
ENSG00000173065	chr17	28755978	28855232
ENSG00000173068	chr9	16409503	16870843
ENSG00000173113	chr11	64316460	64318084
ENSG00000173120	chr11	67119269	67258087
ENSG00000173137	chr8	144373101	144393242
ENSG00000173141	chr13	21176645	21179084
ENSG00000173145	chr10	94333226	94362959
ENSG00000173153	chr11	64305572	64316743
ENSG00000173156	chr11	67056818	67072013
ENSG00000173163	chr2	61888724	62147247
ENSG00000173166	chr2	203394345	203535410
ENSG00000173171	chr1	155208699	155213824
ENSG00000173193	chr3	122680618	122730840
ENSG00000173209	chr2	61177418	61191203
ENSG00000173210	chr5	149141483	149260542
ENSG00000173214	chr6	111259348	111271167
ENSG00000173218	chr1	115641953	115698224
ENSG00000173221	chr5	95751319	95823005
ENSG00000173226	chr3	121769763	121835079
ENSG00000173230	chr3	121663199	121749767
ENSG00000173264	chr11	64270062	64289500
ENSG00000173272	chr2	131464900	131492743
ENSG00000173273	chr8	9555914	9782346
ENSG00000173275	chrX	135344796	135363152
ENSG00000173276	chr21	41986831	42010387
ENSG00000173281	chr8	9136255	9151574
ENSG00000173320	chr4	183797692	184023526
ENSG00000173327	chr11	65597755	65615382
ENSG00000173334	chr8	125430321	125438405
ENSG00000173391	chr12	10158301	10172138
ENSG00000173402	chr3	49468703	49535618
ENSG00000173409	chr1	230978981	231000595
ENSG00000173418	chr20	20017116	20033655
ENSG00000173432	chr11	18266174	18269977
ENSG00000173436	chr1	19596977	19629821
ENSG00000173442	chr11	65576038	65592650
ENSG00000173451	chr12	71663009	71680639
ENSG00000173456	chr11	119334527	119337313
ENSG00000173457	chr11	64244480	64246941
ENSG00000173465	chr11	65570430	65573942
ENSG00000173473	chr3	47585272	47782106
ENSG00000173480	chr19	57900296	57916610
ENSG00000173482	chr18	7566782	8406861
ENSG00000173486	chr11	64241003	64244132
ENSG00000173511	chr11	64234538	64238793
ENSG00000173517	chr15	77100656	77420144
ENSG00000173530	chr8	23135588	23164030
ENSG00000173540	chr3	49716844	49723951
ENSG00000173542	chr4	70902326	71022449
ENSG00000173545	chr5	16451519	16465792
ENSG00000173546	chr15	75674322	75712848
ENSG00000173548	chr15	75647906	75662301
ENSG00000173559	chr2	191678068	191696659
ENSG00000173575	chr15	92900189	93028005
ENSG00000173581	chr19	55641062	55653161
ENSG00000173588	chr12	94306449	94459988
ENSG00000173597	chr4	69721162	69787961
ENSG00000173598	chr12	93377883	93408146
ENSG00000173599	chr11	66848233	66958376
ENSG00000173611	chr9	124942608	125143506
ENSG00000173614	chr1	9943428	9985501
ENSG00000173621	chr11	66856647	66860475
ENSG00000173638	chr21	45493572	45544411
ENSG00000173641	chr1	16014028	16019594
ENSG00000173653	chr11	66842835	66846546
ENSG00000173660	chr1	46303631	46316776
ENSG00000173674	chrX	20124518	20141844
ENSG00000173692	chr2	231056864	231172827
ENSG00000173705	chr3	33150042	33219215
ENSG00000173706	chr3	124965710	125055958
ENSG00000173715	chr11	66744451	66843328
ENSG00000173726	chr1	235109336	235128936
ENSG00000173744	chr2	227472152	227561214
ENSG00000173757	chr17	42199168	42276707
ENSG00000173786	chr17	41966741	41977731
ENSG00000173801	chr17	41754604	41786931
ENSG00000173812	chr17	41688885	41692668
ENSG00000173818	chr17	80415165	80438086
ENSG00000173821	chr17	80260866	80398786
ENSG00000173846	chr1	44800225	44805990
ENSG00000173848	chr10	5412551	5458463
ENSG00000173852	chr7	34928876	35038271
ENSG00000173875	chr19	12610918	12633840
ENSG00000173889	chr3	170086732	170181749
ENSG00000173898	chr11	66685248	66729226
ENSG00000173905	chr3	168008677	168095975
ENSG00000173914	chr11	66664998	66677921
ENSG00000173915	chr10	103389041	103396466
ENSG00000173917	chr17	48540894	48544989
ENSG00000173918	chr17	79022814	79049788
ENSG00000173926	chr5	126867714	127030808
ENSG00000173950	chr3	195068279	195271167
ENSG00000173960	chr2	23927285	24004909
ENSG00000173992	chr11	66592821	66606019
ENSG00000174007	chr3	196706277	196712293
ENSG00000174010	chrX	23983720	24027186
ENSG00000174013	chr3	196568611	196589059
ENSG00000174021	chr1	84498325	84506565
ENSG00000174032	chr13	45393316	45418455
ENSG00000174080	chr11	66563463	66568841
ENSG00000174099	chr12	65278643	65491430
ENSG00000174106	chr12	65169571	65248327
ENSG00000174109	chr16	1419744	1420800
ENSG00000174130	chr4	38823715	38856817
ENSG00000174132	chr5	100535305	100586741
ENSG00000174136	chr5	98768650	98798643
ENSG00000174151	chr1	109494052	109502932
ENSG00000174165	chr11	66520637	66546238
ENSG00000174173	chr3	101561862	101566446
ENSG00000174177	chr16	88706463	88715386
ENSG00000174197	chr15	41621224	41773081
ENSG00000174227	chr4	499210	540196
ENSG00000174231	chr17	1650629	1684882
ENSG00000174233	chr12	48766194	48789037
ENSG00000174238	chr17	1517718	1562816
ENSG00000174243	chr12	48829764	48852842
ENSG00000174276	chr11	65116403	65117708
ENSG00000174282	chr17	7459366	7484263
ENSG00000174306	chr20	41178448	41317672
ENSG00000174307	chr1	201464383	201469237
ENSG00000174327	chr17	7036075	7040121
ENSG00000174332	chr1	53506237	53738106
ENSG00000174348	chr1	53062052	53085502
ENSG00000174365	chr20	38446578	38450921
ENSG00000174373	chr14	35538352	35809304
ENSG00000174405	chr13	108207439	108218368
ENSG00000174437	chr12	110280756	110351093
ENSG00000174442	chr15	66504959	66550128
ENSG00000174444	chr15	66498015	66524532
ENSG00000174446	chr15	66490135	66497813
ENSG00000174485	chr15	65658046	65792293
ENSG00000174516	chr11	66466327	66477337
ENSG00000174547	chr11	66435075	66466738
ENSG00000174564	chr3	136946230	137011085
ENSG00000174574	chr1	38991223	39006059
ENSG00000174579	chr3	136148922	136197241
ENSG00000174600	chr12	108288044	108339341
ENSG00000174606	chr1	212992182	213015826
ENSG00000174628	chr16	19716456	19858467
ENSG00000174640	chr3	133932696	134052184
ENSG00000174652	chr19	9412598	9435578
ENSG00000174669	chr11	66362521	66372214
ENSG00000174672	chr11	1389899	1462689
ENSG00000174684	chr11	66345372	66347692
ENSG00000174695	chr5	83052846	83077863
ENSG00000174705	chr5	172325000	172454523
ENSG00000174718	chr12	31959370	31993107
ENSG00000174720	chr4	112636964	112657592
ENSG00000174738	chr3	23945260	23980618
ENSG00000174744	chr11	66337333	66345125
ENSG00000174748	chr3	23916545	23924374
ENSG00000174775	chr11	532242	537287
ENSG00000174780	chr4	56467336	56503681
ENSG00000174792	chr4	75556048	75565885
ENSG00000174796	chr4	75513946	75550473
ENSG00000174799	chr4	55948871	56033363
ENSG00000174804	chr11	86945679	86955391
ENSG00000174807	chr11	66314487	66317044
ENSG00000174808	chr4	74744759	74794686
ENSG00000174839	chr3	57625457	57693089
ENSG00000174840	chr3	57556276	57566844
ENSG00000174842	chr1	92246402	92298987
ENSG00000174851	chr11	66284580	66289170
ENSG00000174886	chr19	5891276	5904006
ENSG00000174891	chr3	158105855	158545730
ENSG00000174903	chr11	66268533	66277492
ENSG00000174915	chr11	448268	491399
ENSG00000174917	chr19	5678421	5680896
ENSG00000174938	chr16	29871159	29899547
ENSG00000174939	chr16	29900375	29919864
ENSG00000174943	chr16	29905012	29927035
ENSG00000174953	chr3	154272546	154324497
ENSG00000174989	chr12	116910956	117031148
ENSG00000174996	chr11	66257294	66267860
ENSG00000175029	chr10	124984317	125161170
ENSG00000175040	chr3	143119331	143124014
ENSG00000175048	chr6	157381133	157678146
ENSG00000175054	chr3	142449235	142578826
ENSG00000175061	chr17	16438822	16478678
ENSG00000175066	chr3	142157527	142225607
ENSG00000175073	chr8	66628487	66667217
ENSG00000175104	chr11	36487027	36510272
ENSG00000175105	chr3	88059274	88144665
ENSG00000175106	chr17	15502264	15563595
ENSG00000175110	chr3	139005806	139357223
ENSG00000175115	chr11	66070363	66244747
ENSG00000175130	chr1	32333832	32336379
ENSG00000175137	chr1	248810446	248826633
ENSG00000175155	chr17	59331689	59401729
ENSG00000175166	chr3	184298709	184309054
ENSG00000175175	chr17	58755869	58985176
ENSG00000175182	chr3	184335926	184348421
ENSG00000175183	chr12	76858715	76879060
ENSG00000175193	chr3	183829271	183884933
ENSG00000175197	chr12	57516588	57521737
ENSG00000175198	chr13	100089015	100530437
ENSG00000175203	chr12	57530102	57547331
ENSG00000175213	chr11	46700818	46705912
